comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,pictures,parent_comment_id,last_modify_ts,like_count
6811c6e3000000001301161c,1745995492000,,681196db00000000230127a5,前段时间已经喜提冰箱的广子了[偷笑R],626d31780000000021027a6f,September,https://sns-avatar-qc.xhscdn.com/avatar/628efd32145931a32b4508ef.jpg?imageView2/2/w/120/format/jpg,0,,68119de4000000001202063e,1753877996462,19
6811df3b000000001f000afd,1746001724000,,681196db00000000230127a5,哈哈哈哈哈,5d08a4bb000000001103502f,别让我上班,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31eu0ctmllu6g5n88kitkek1fetgu908?imageView2/2/w/120/format/jpg,0,,68119eb70000000012010872,1753877996464,0
6812f403000000000400d52e,1746072579000,,681196db00000000230127a5,我活该没广[笑哭R]我太懒,5b6c497cb07df900015b3b7a,Moods,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31c2b8g57h0504abpb14noerqfv2u7bo?imageView2/2/w/120/format/jpg,0,,68119de4000000001202063e,1753877996466,0
6813704f000000001f00c06f,1746104400000,,681196db00000000230127a5,之前已经接过广子了666,57adda83a9b2ed472758b4d3,A座10楼bb猪🐷,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31kb0ud21ig0g48kv42d87d6jbjibhc0?imageView2/2/w/120/format/jpg,0,,68119de4000000001202063e,1753877997818,0
6815d58e0000000007028141,1746261390000,,681196db00000000230127a5,哈哈哈哈哈嗝,644f88e5000000000f0064d5,一只核桃饼想天想地,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30tklqijbkm505p2fh3ijop6lq6fuvsg?imageView2/2/w/120/format/jpg,0,,68119eb70000000012010872,1753877997822,0
6811e4ab000000000401ecb9,1746003116000,,681196db00000000230127a5,[微笑R]7点是摄影师能起床跟拍的时间，不一定是梅英起床的时间[笑哭R],631b3576000000002303f838,🐝拿封面要敢开口哦,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31d5ttftbgu6g5oor6lr8vu1o10f61cg?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753877998932,538
6811e1ea0000000020010d72,1746002410000,,681196db00000000230127a5,梅英还剥湿花生米皮[捂脸R],5c1edf330000000007008d75,momo,https://sns-avatar-qc.xhscdn.com/avatar/6656ad829bc08f7502e96197.jpg?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753877999186,50
6811e506000000000400bc7f,1746003206000,,681196db00000000230127a5,梅姐肯定起来了，年轻人起不来那么早，只是要拍梅姐[笑哭R]没办法,64f5d42d0000000004024674,四月与灰太狼,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ivai1uj14005p7lqgmh4hjkmaud550?imageView2/2/w/120/format/jpg,0,,6811e4ab000000000401ecb9,1753877999189,36
6811e5ae000000000400e9c2,1746003375000,,681196db00000000230127a5,要早起就不能晚睡了[失望R]两头占真的熬不住啊[哭惹R],631b3576000000002303f838,🐝拿封面要敢开口哦,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31d5ttftbgu6g5oor6lr8vu1o10f61cg?imageView2/2/w/120/format/jpg,0,,6811e506000000000400bc7f,1753877999192,9
6811eceb00000000130103c4,1746005228000,,681196db00000000230127a5,嗯啦，所以摄影师好像不是一个人[笑哭R]，梅姐体能太强大了，精神又足，我年轻人都比不上一半,64f5d42d0000000004024674,四月与灰太狼,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ivai1uj14005p7lqgmh4hjkmaud550?imageView2/2/w/120/format/jpg,0,,6811e5ae000000000400e9c2,1753877999193,6
6811edab000000000a034989,1746005419000,,681196db00000000230127a5,我也没有 上班日子我不午休站着就想睡[笑哭R][笑哭R][笑哭R] 专家说午睡不能超过半小时 对我来说 12-2点刚刚好 学校没改点 这几天就有点儿 难熬[笑哭R][笑哭R][笑哭R][doge][doge][doge],5606626967bc6556ebc881db,✨聪聪&蛋蛋妈咪✨,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31hjauft4jq5g417kubh6j0erfko9a30?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753877999197,0
6812282e000000000401cd33,1746020399000,,681196db00000000230127a5,[失望R]这个活儿我曾经尝试过没有一次成功，太麻烦了,5e05f6cc0000000001002fa9,Jin,https://sns-avatar-qc.xhscdn.com/avatar/60200607816ab524fa525b60.jpg?imageView2/2/w/120/format/jpg,0,,6811e1ea0000000020010d72,1753878000545,0
68124c7c0000000004014046,1746029693000,,681196db00000000230127a5,在梅英少女面前，我才是那个三旬老人[抓狂R],631b3576000000002303f838,🐝拿封面要敢开口哦,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31d5ttftbgu6g5oor6lr8vu1o10f61cg?imageView2/2/w/120/format/jpg,0,,6811eceb00000000130103c4,1753878000547,5
68155260000000000b02d8a2,1746227808000,,681196db00000000230127a5,老年人觉少，我妈白天午睡只敢迷十来分钟，就怕中午睡了晚上睡不着，就这样，晚上三四点就醒了然后看手机，五点准时起床[失望R],62b6b953000000001b029653,浮云,https://sns-avatar-qc.xhscdn.com/avatar/62b6b953000000001b029653.jpg?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753878000550,0
6817639400000000040094c3,1746363285000,,681196db00000000230127a5,福建的花生汤确实都没有皮[捂脸R][捂脸R],56c9a93d84edcd24fad5f34a,美滢子,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30napd6iv5q6g45pbtckjrsqa22imjr8?imageView2/2/w/120/format/jpg,0,,6811e1ea0000000020010d72,1753878000551,0
6822a48a000000000a035202,1747100811000,,681196db00000000230127a5,摄影师经常起不来，哈哈哈哈哈,5cd95ca70000000017027a6c,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31d70375s0m5g5n6pbijlsujcfab87e8?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753878000554,0
683939f8000000000103ec3e,1748580856000,,681196db00000000230127a5,家有初中生，每天5点多起来给做早餐，我又失眠严重，每天一两点才睡，长期睡3个多小时，人麻了,59e808d04eacab151701a5ff,123,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31grv0q5kji0049ulr44d19fva9l8jqo?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753878001897,0
683984bd0000000003037285,1748599997000,,681196db00000000230127a5,老人是不是睡不着,5b0d604e4eacab5b3947e6bc,你大爷还是你大爷,https://sns-avatar-qc.xhscdn.com/avatar/5b0d606ed1d3b96d0ad80bbe.jpg?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753878001900,1
683d2399000000000a034139,1748837273000,,681196db00000000230127a5,很多自媒体的不是挂个时间就好了嘛[doge]你咋知道是几点拍的,59d1b6a882ec397cd08584b2,爱吃板栗,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31dd0avuggk6049rsrdrah15ip0bl1j8?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753878001903,0
683f92fc000000001c02e734,1748996861000,,681196db00000000230127a5,老年人觉少,67b83d200000000006010968,小红薯67B9155B,https://sns-avatar-qc.xhscdn.com/avatar/645b7e78731e07eb8ca3d81b.jpg?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753878001905,0
684284e1000000000b01d8e1,1749189857000,,681196db00000000230127a5,@鲸落 @丝瓜和胖朵 [呃R][呃R][呃R],573529c05e87e73c5ec38be6,想念那只猫,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31eddpb170k6g48bprsks12v6r9s2sv0?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753878001907,0
6846cd1e000000001c016ac9,1749470494000,,681196db00000000230127a5,年龄大了睡眠更少,5b1e0e8b11be105dd6825afe,小丸子,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fvjsm00gi3g4a65c278mmnuv7mpjqg?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753878003254,0
684a515000000000200312bf,1749700944000,,681196db00000000230127a5,团队运作了，看看就好,65a8ca2100000000080317a8,关了电源的鸢狼星,https://sns-avatar-qc.xhscdn.com/avatar/65a8ce8f2861c69b71d8d1f9.jpg?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753878003257,0
6850390f000000000901433c,1750087952000,,681196db00000000230127a5,老了，我也会这样，但是必须睡午觉[笑哭R],5d9b2df4000000000101aa8b,澄澄景,https://sns-avatar-qc.xhscdn.com/avatar/6404779fa2fd9b4da9e4001a.jpg?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753878003261,0
68518777000000002000f0c6,1750173560000,,681196db00000000230127a5,拍视频而已 不用当真,564fefac4476087572cd1e05,小白,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30vaq09mtl40042mu9anqo7g5r6jh89g?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753878003264,0
685204f30000000004014409,1750205684000,,681196db00000000230127a5,年龄大了就会睡眠少[汗颜R],66500a8f0000000003030cf1,^温.玉^,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31csjf8j4gk6g5pig1a7gu37hs0i761g?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753878003266,0
68538eb5000000000c016acc,1750306486000,,681196db00000000230127a5,@旺旺小小小小酥,5b4ed9564eacab35248b0aaf,星星枕在云朵里,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31bt5tb10106g4a78n9clc2lf49h9msg?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753878004610,0
6853b29c0000000009017230,1750315676000,,681196db00000000230127a5,就该他们上班,58515def5e87e73f8cab4a06,旺旺小小小小酥,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31bs7q9pd126g48v8d8euuig6bmgm0oo?imageView2/2/w/120/format/jpg,0,,68538eb5000000000c016acc,1753878004613,0
6854e5900000000020011706,1750394256000,,681196db00000000230127a5,起码五点多就起来了,56fa33a884edcd27e61d17a9,阿花🌻,https://sns-avatar-qc.xhscdn.com/avatar/5faa9552d38654000117635a.jpg?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753878004616,0
68579bad0000000004015bbf,1750571950000,,681196db00000000230127a5,他^,61c2081f000000001000db94,睿妈,https://sns-avatar-qc.xhscdn.com/avatar/61f29c27ac3510d0830fb435.jpg?imageView2/2/w/120/format/jpg,0,,6811e4ab000000000401ecb9,1753878004618,0
6857ad120000000020021653,1750576402000,,681196db00000000230127a5,老人晚上能有6个小时的睡眠时间就算不错了。有些老人白天打盹补充一下，有些就完全不用补眠。,63108dd5000000001200f08d,深冬,https://sns-avatar-qc.xhscdn.com/avatar/6328411681c8d01bc174ef34.jpg?imageView2/2/w/120/format/jpg,0,,6811e14a0000000020012979,1753878004620,0
68403c5500000000070354f8,1749040213000,,681196db00000000230127a5,就你,5b6fc2d4879a4d00018849d5,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31c180v7rgc604ad0og1d8ieltenskto?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878005717,329
6840dd92000000000903998e,1749081491000,,681196db00000000230127a5,我为你正名，而且我还是在生殖实验室蹲过的人,57067aca1c07df7a4214db47,菌菌,https://sns-avatar-qc.xhscdn.com/avatar/62dbaa5f9a2a5152abf03013.jpg?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878005951,36
6840e57d000000001c02f73e,1749083518000,,681196db00000000230127a5,对吧，我们北方不吃这个东西，第一次吃我以为做的不新鲜有问题啥的，后来几次也都是这个味道[笑哭R],611a6787000000000101ee79,它叫哦哦,https://sns-avatar-qc.xhscdn.com/avatar/6512a299e016340f266391c9.jpg?imageView2/2/w/120/format/jpg,0,,6840dd92000000000903998e,1753878005955,6
6840ec9c000000000d016c53,1749085342000,,681196db00000000230127a5,,6211b6d6000000001000f639,阿布,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo318inbhc8gs6g5oghmrb41thp9405mo0?imageView2/2/w/120/format/jpg,0,http://sns-webpic-qc.xhscdn.com/202507302020/1f8c6be843536fd068aa144fa9343bca/comment/1040g2h031ib343mbni6g5oghmrb41thp9a80pto!nd_whgt34_webp_wm_1,683ffdbd000000001c01f26f,1753878005958,8
6841624700000000090399aa,1749115464000,,681196db00000000230127a5,我也[笑哭R]过年去湖南玩，吃了一次，可能是咱们口味不一样，我也觉得有味儿[哭惹R],621f00dc0000000010009ffc,梦想是坏蛋,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30or6l25r3i6g5ogv03e417vsvfqghbg?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878005961,3
68416e68000000000b02ed1d,1749118568000,,681196db00000000230127a5,Emmmm精子什么味？,599f704cdb2e607e8e619ad5,K3ntiv3,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31kavlffh320049omrbo4p6mll8lh3t0?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878005963,32
68422c34000000000b01fb6c,1749167157000,,681196db00000000230127a5,你一个人代表不了北方。我吃芋头，同样我也代表不了哪里,5b5b1ed14eacab0659bd6675,就那样吧,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31k7vu1vn2u6g4a7j6bfd2pjl1v7loag?imageView2/2/w/120/format/jpg,0,,6840e57d000000001c02f73e,1753878007320,17
68427e7500000000070342fd,1749188213000,,681196db00000000230127a5,@momo（见过郭冬临版） 那个啥味,5bcaab1e636c17000113d0d0,鱼塘承包老胡（已有闺）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo315qp57c00k6g4bhgnglhtk6gq089l60?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878007324,1
68428452000000001c01e0a6,1749189715000,,681196db00000000230127a5,？,5a19b1b0db2e601af182f6e9,momo（见过许嵩版）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo315hq6vhohe0049vsqfor1tn9fvn9li0?imageView2/2/w/120/format/jpg,0,,68427e7500000000070342fd,1753878007327,0
6843cc50000000001c01dd90,1749273680000,,681196db00000000230127a5,没有,5dbb03570000000001003eda,吴彦祖得不到的女人,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30ns55lbo1a5g5ndr0dbg8fmqq7fato0?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878007330,2
6844c926000000000900e9e0,1749338407000,,681196db00000000230127a5,你是过来人,5c1a63c8000000000700cbf0,yali,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31hohtdu838005n0qcf41pivgnvdqu3o?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878007333,4
68459680000000001c016e3f,1749390976000,,681196db00000000230127a5,？？？？？精子味？？？？[doge][doge],5cfa3257000000000500b865,。。,https://sns-avatar-qc.xhscdn.com/avatar/631724c90c405169af0e0c17.jpg?imageView2/2/w/120/format/jpg,0,,68403c5500000000070354f8,1753878008666,0
6845998e000000000900c643,1749391758000,,681196db00000000230127a5,有，,63457ff3000000001802fcd8,早点睡多睡一直睡,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31k6vvdqlia6g5oq5fvpm5v6o3c4pk70?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878008668,1
6846cfee000000000b01fef1,1749471215000,,681196db00000000230127a5,没在芋头里品尝出腥味,5bbef51bf7e8b9672df7ffbb,40退休计划ing,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31it1lgnbha604bdio9qhnvtrfhvrpo8?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878008670,2
6847b4a2000000000a0344cb,1749529762000,,681196db00000000230127a5,不知道，没吃过精子不晓得啥味。,5cdbafb000000000100200e4,momo,https://sns-avatar-qc.xhscdn.com/avatar/63d214ed71195277f6c43713.jpg?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878008673,21
6847bef5000000001c01e1cc,1749532406000,,681196db00000000230127a5,40年来第一次听说芋头有腥味还是这种不好意思说出口的腥味,6012ac05000000000101ecbb,路，在前面,https://sns-avatar-qc.xhscdn.com/avatar/65ea5f0ac7e48421f30978ec.jpg?imageView2/2/w/120/format/jpg,0,,6846cfee000000000b01fef1,1753878008675,20
6847db34000000000b02de9c,1749539637000,,681196db00000000230127a5,[笑哭R][笑哭R]我也是，我都怀疑她是不是过敏了，吃起来口感不一样,5bbef51bf7e8b9672df7ffbb,40退休计划ing,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31it1lgnbha604bdio9qhnvtrfhvrpo8?imageView2/2/w/120/format/jpg,0,,6847bef5000000001c01e1cc,1753878010057,4
6847e841000000001c02b71a,1749542978000,,681196db00000000230127a5,石楠花你知道不，就是那个味道,611a6787000000000101ee79,它叫哦哦,https://sns-avatar-qc.xhscdn.com/avatar/6512a299e016340f266391c9.jpg?imageView2/2/w/120/format/jpg,0,,6847b4a2000000000a0344cb,1753878010060,2
684815d0000000000b01f59f,1749554640000,,681196db00000000230127a5,那是啥[呃R][呃R][呃R],5cdbafb000000000100200e4,momo,https://sns-avatar-qc.xhscdn.com/avatar/63d214ed71195277f6c43713.jpg?imageView2/2/w/120/format/jpg,0,,6847e841000000001c02b71a,1753878010064,0
6848cfec000000000900f60a,1749602284000,,681196db00000000230127a5,？？？那什么味？,5ab0d0e811be102d289d54c5,泡崽妈咪要努力,https://sns-avatar-qc.xhscdn.com/avatar/60c67fb697bf9ba12812b1c4.jpg?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878010066,0
68490805000000000d017f54,1749616645000,,681196db00000000230127a5,这个评论绝了，不知道精子啥味，但感觉芋头还是不错的[飞吻R],67d50165000000000a03c326,123,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31h1utbp4j46g5pul05iingp61s970h0?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878010069,7
68490f03000000001c0146b6,1749618436000,,681196db00000000230127a5,我是觉得芋头有一股发霉的味道 不是荔浦芋头 是那种小芋头,5a96b48311be101b611b27eb,💯,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31hrqj0krju004a2v0rq869vb5ugju38?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878011464,0
684944700000000008024073,1749632112000,,681196db00000000230127a5,不是，你没事吃那玩意干嘛[doge],5e0d9ca1000000000100b941,Eyi伊,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo316d6fgqjgu605ngdjigg9ea1avggak8?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878011467,7
68495484000000000d017f08,1749636229000,,681196db00000000230127a5,哈哈哈哈,65fd668c000000000600f3b2,keke,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3132l11uujk605pftcq61hstipfqvd2g?imageView2/2/w/120/format/jpg,0,,6847b4a2000000000a0344cb,1753878011471,0
68498e3e000000000103f30e,1749651007000,,681196db00000000230127a5,芋头喜水是南方农作物，你吃的是不新鲜的芋头吧，我吃过很多芋头，没你说的那种味道，对了我南方的,5a6482b5e8ac2b67c45de162,连不知雌雄的狐狸的黄谣都造，默认报恩是以身相许,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31elhapsklk604a109s1bbob2aij794o?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878011473,2
68499297000000001c02a19e,1749652119000,,681196db00000000230127a5,可能,611a6787000000000101ee79,它叫哦哦,https://sns-avatar-qc.xhscdn.com/avatar/6512a299e016340f266391c9.jpg?imageView2/2/w/120/format/jpg,0,,68498e3e000000000103f30e,1753878011476,0
68499dc3000000000103c8c3,1749654979000,,681196db00000000230127a5,人参果也有那种味,66469cb80000000007005073,陈掌令不想掌令,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31khdrmhc34305pi6jis1ok3jfadlnc0?imageView2/2/w/120/format/jpg,0,,68459680000000001c016e3f,1753878012973,1
684ae2be000000002002403d,1749738175000,,681196db00000000230127a5,是的，芋艿羹可是南方人的拌饭神器,5ab3c3604eacab376693f382,小红毛,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31akbaorene6g4a3qlq1m1ss2vne56i8?imageView2/2/w/120/format/jpg,0,,68498e3e000000000103f30e,1753878012976,1
684ae3f600000000200257e0,1749738487000,,681196db00000000230127a5,加点石楠花僻腥,669a0e4200000000240219f5,bob,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo318v99pc944505pkq1p1946flchgkbi0?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878012979,0
684ae416000000000401f941,1749738518000,,681196db00000000230127a5,我来北方后基本就没吃过香蕉了，北方的香蕉好难吃是涩的，龙眼荔枝也不好吃，可能特别贵的会跟广东差不多但也买不起啊，普通正常价格的真的跟广东的一比难吃死了，我男朋友却不觉得觉得很好吃，只能说没吃过好的[doge]，我想芋头同理，南方的到了北方就不是那个味道了，西安的鲜莲子也很难吃一点都不新鲜，湖南的鲜莲子就很好吃,5a6482b5e8ac2b67c45de162,连不知雌雄的狐狸的黄谣都造，默认报恩是以身相许,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31elhapsklk604a109s1bbob2aij794o?imageView2/2/w/120/format/jpg,0,,684ae2be000000002002403d,1753878012982,1
684ae4cc000000002002fe4d,1749738700000,,681196db00000000230127a5,这就是橘生淮南和淮北的区别吧,5ab3c3604eacab376693f382,小红毛,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31akbaorene6g4a3qlq1m1ss2vne56i8?imageView2/2/w/120/format/jpg,0,,684ae416000000000401f941,1753878012984,0
684aed2f000000000b01537d,1749740848000,,681196db00000000230127a5,@嘟你个嘟 @dok来财🐱,65d22f68000000000401ef47,鸥鸥呆头鹅,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31hlsroq2kq0g5pei5tk13rq7ki66na0?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878014338,0
684bf4af000000000d01715c,1749808304000,,681196db00000000230127a5,经常吃吗,657495b6000000002002ea96,肥胖人士,https://sns-avatar-qc.xhscdn.com/avatar/674ac85a884b05f8f9fd260e.jpg?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878014341,1
684bfa4f0000000020020928,1749809743000,,681196db00000000230127a5,我！！！！,5a658c2b4eacab3a36bca340,momo（买金版）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30vr05v6km00g4a10nc62n8q0bg335l0?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878014344,0
684c1a77000000000401a580,1749817975000,,681196db00000000230127a5,听说美容养颜？？？是不是真的啊[笑哭R],640eceeb000000001001e520,啾啾君,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31bis2cv3gu605p0eprlk3p90tshlu9o?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878014346,0
684c4d02000000000c026981,1749830915000,,681196db00000000230127a5,你见多识广,64e9e705000000000100ca04,momo,https://sns-avatar-qc.xhscdn.com/avatar/645b7e78731e07eb8ca3d81b.jpg?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878014348,0
684cd41b000000000b017790,1749865500000,,681196db00000000230127a5,是的是的！从小都是煮着蘸糖吃不觉得，直到有一次吃小火锅煮了一块直接给我吃吐了,6089d93e00000000010076a8,炭炭,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30q4l4s8o74005o49r4v08tl8n6rqqn8?imageView2/2/w/120/format/jpg,0,,683ffdbd000000001c01f26f,1753878015723,0
